Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
792,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus GHK3,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008186,
793,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus IMGroot,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012103,
794,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus JY917,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012112,
795,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KL,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012107,
796,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KLPN1,dsDNA,"Moved,",35,2019.100B.zip,ICTVonline=202000807,
797,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KLPPOU149,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012111,
798,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KOX1,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008176,
799,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KP36,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000808,
800,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KP1801,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012117,
801,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KpCol1,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008183,
802,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KpKT21phi1,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008185,
803,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KPN N141,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008184,
804,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus KpV522,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008175,
805,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus MezzoGao,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008182,
806,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus NJS1,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008178,
807,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus PhiKpNIH2,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012114,
808,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus PKP126,dsDNA,"Moved,",35,2019.100B.zip,ICTVonline=202000809,
809,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus SegesCirculi,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012102,
810,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus Shelby,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012115,
811,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus Sin4,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012116,
812,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus Skenny,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012110,
813,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus Sushi,dsDNA,"Moved,",35,2019.100B.zip,ICTVonline=202000810,
814,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus Sweeny,dsDNA,"New,",36,2020.179B.R.Webervirus.zip,ICTVonline=202012108,
815,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus TAH8,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008180,
816,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Drexlerviridae,,Webervirus,,Klebsiella virus TSK1,dsDNA,"New,",35,2019.100B.zip,ICTVonline=202008177,
817,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,Denniswatsonvirinae,Capvunavirus,,Clostridium virus CpV1,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010061,
818,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,Denniswatsonvirinae,Gregsiragusavirus,,Clostridium virus CPD2,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010059,
819,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,Denniswatsonvirinae,Gregsiragusavirus,,Clostridium virus CPS1,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010058,
820,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,Denniswatsonvirinae,Gregsiragusavirus,,Clostridium virus phi24R,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010057,
821,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,,Brucesealvirus,,Clostridium virus CPS2,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010066,
822,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,,Brucesealvirus,,Clostridium virus phiCP7R,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010063,
823,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,,Brucesealvirus,,Clostridium virus phiCPV4,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010065,
824,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,,Brucesealvirus,,Clostridium virus phiZP2,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010064,
825,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Guelinviridae,,Susfortunavirus,,Clostridium virus susfortuna,dsDNA,"New,",36,2020.066B.R.Guelinviridae.zip,ICTVonline=202010068,
826,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Agatevirus,,Bacillus virus Agate,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000367,
827,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Agatevirus,,Bacillus virus Bobb,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000368,
828,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Agatevirus,,Bacillus virus Bp8pC,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000369,
829,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus Bastille,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000392,
830,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus CAM003,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000393,
831,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus Evoli,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006960,
832,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bastillevirus,,Bacillus virus HoodyT,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006961,
833,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus AvesoBmore,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000385,
834,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus B4,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000386,
835,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Bigbertha,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000387,
836,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Riley,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000388,
837,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Spock,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000389,
838,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Bequatrovirus,,Bacillus virus Troll,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000390,
839,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus Bc431,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000395,
840,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus Bcp1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000396,
841,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus BCP82,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000397,
842,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus BM15,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000398,
843,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus Deepblue,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000399,
844,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Caeruleovirus,,Bacillus virus JBP901,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000400,
845,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Eldridgevirus,,Bacillus virus Eldridge,dsDNA,"New,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202010113,
846,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Goettingenvirus,,Bacillus virus vBBmeMGoe8,dsDNA,"New,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202010117,
847,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Grisebachstrassevirus,,Bacillus virus vBBsuMGoe3,dsDNA,"New,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202010111,
848,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Jeonjuvirus,,Bacillus virus BSP38,dsDNA,"New,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202010115,
849,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Matervirus,,Bacillus virus Mater,dsDNA,"Moved,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202006963,
850,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Moonbeamvirus,,Bacillus virus Moonbeam,dsDNA,"Moved,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202006964,
851,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Nitunavirus,,Bacillus virus Grass,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000461,
852,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Nitunavirus,,Bacillus virus NIT1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000462,
853,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Nitunavirus,,Bacillus virus SPG24,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000463,
854,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Shalavirus,,Bacillus virus Shbh1,dsDNA,"Moved,Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006989,
855,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Siophivirus,,Bacillus virus SIOphi,dsDNA,"Moved,",36,2020.072B.R.Herelleviridae.zip,ICTVonline=202006965,
856,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Tsarbombavirus,,Bacillus virus BCP78,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000270,
857,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Tsarbombavirus,,Bacillus virus TsarBomba,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000271,
858,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus BPS13,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000536,
859,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus BPS10C,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006962,
860,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus Hakuna,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000537,
861,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus Megatron,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000538,
862,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Bastillevirinae,Wphvirus,,Bacillus virus WPh,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000539,
863,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Kochikohdavirus,,Enterococcus virus ECP3,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006968,
864,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Kochikohdavirus,,Enterococcus virus EF24C,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000275,
865,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Kochikohdavirus,,Enterococcus virus EFLK1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006969,
866,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Schiekvirus,,Enterococcus virus EFDG1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006970,
867,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Schiekvirus,,Enterococcus virus EFP01,dsDNA,"New,",35,2019.029B.zip,ICTVonline=202007662,
868,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Brockvirinae,Schiekvirus,,Enterococcus virus EfV12,dsDNA,"New,",35,2019.029B.zip,ICTVonline=202007661,
869,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus A511,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000260,
870,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus AG20,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006979,
871,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus List36,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006972,
872,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LMSP25,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006973,
873,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LMTA34,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006975,
874,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LMTA148,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006974,
875,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LP048,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006976,
876,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LP064,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006977,
877,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus LP083-2,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006978,
878,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus P100,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000261,
879,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Jasinkavirinae,Pecentumvirus,,Listeria virus WIL1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006980,
880,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Okubovirus,,Bacillus virus Camphawk,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000267,
881,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Okubovirus,,Bacillus virus SPO1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000268,
882,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Siminovitchvirus,,Bacillus virus CP51,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000425,
883,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Siminovitchvirus,,Bacillus virus JL,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000426,
884,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Spounavirinae,Siminovitchvirus,,Bacillus virus Shanette,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000427,
885,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Baoshanvirus,,Staphylococcus virus BS1,dsDNA,"New,",35,2019.043B.zip,ICTVonline=202007732,
886,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Baoshanvirus,,Staphylococcus virus BS2,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202007731,
887,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus G1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000249,
888,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus G15,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000250,
889,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus JD7,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000251,
890,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus K,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202000252,
891,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus MCE2014,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000253,
892,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus P108,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000254,
893,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus Rodi,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000255,
894,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus S253,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000256,
895,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus S25-4,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000257,
896,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus SA12,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000258,
897,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Kayvirus,,Staphylococcus virus Sb1,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202006982,
898,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Sciuriunavirus,,Staphylococcus virus SscM1,dsDNA,"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202008033,
899,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Herelleviridae,Twortvirinae,Sepunavirus,,Staphylococcus virus IPLAC1C,dsDNA,"Moved,",35,2019.004G.zip,ICTVonline=202000505,
