"ICTVnames","NCBInames","ExemplarOrAdditional","GenBankIDs","RefSeqIDs"
"Gammapapillomavirus 23","human papillomavirus 175","E","KC108721","NC_038524"
"Gammapapillomavirus 24","human papillomavirus 178","E","KJ130020","NC_023891"
"Gammapapillomavirus 25","human papillomavirus 184","E","HG530535","NC_038914"
"Gammapapillomavirus 26","human papillomavirus 187","E","KR816174","NC_039086"
"Gammapapillomavirus 27","human papillomavirus 201","E","KP692115","NC_027528"
"Iotapapillomavirus 1","Mastomys natalensis papillomavirus 1","E","U01834","NC_001605"
"Iotapapillomavirus 2","Peromyscus papillomavirus 1","E","JF755418","NC_039039"
"Kappapapillomavirus 1","Oryctolagus cuniculus papillomavirus 1","E","AF227240","NC_002232"
"Kappapapillomavirus 2","Sylvilagus floridanus papillomavirus 1","E","K02708","NC_001541"
"Lambdapapillomavirus 1","Felis domesticus papillomavirus 1","E","AF480454","NC_004765"
"Lambdapapillomavirus 2","Canis familiaris oral papillomavirus 1","E","D55633","NC_001619"
"Lambdapapillomavirus 3","Canis familiaris papillomavirus 6","E","FJ492744","NC_013237"
"Lambdapapillomavirus 4","Procyon lotor papillomavirus 1","E","AY763115","NC_007150"
"Lambdapapillomavirus 5","Crocuta crocuta papillomavirus 1","E","HQ585856","NC_018575"
"Mupapillomavirus 1","human papillomavirus 1","E","V01116","NC_001356"
"Mupapillomavirus 2","human papillomavirus 63","E","X70828","NC_001458"
"Mupapillomavirus 3","human papillomavirus 204","E","KP769769","NC_038525"
"Nupapillomavirus 1","human papillomavirus 41","E","X56147","NC_001354"
"Omegapapillomavirus 1","Ursus maritimus papillomavirus 1","E","EF536349","NC_010739"
"Omikronpapillomavirus 1","Phocoena spinipinnis papillomavirus","E","AJ238373","NC_003348"
"Phipapillomavirus 1","Capra hircus papillomavirus 1","E","DQ091200","NC_008032"
"Pipapillomavirus 1","Mesocricetus auratus papillomavirus 1","E","HG530538","NC_022647"
"Pipapillomavirus 2","Mastomys coucha papillomavirus 2","E","DQ664501","NC_008519"
"Psipapillomavirus 1","Rousettus aegyptiacus papillomavirus 1","E","DQ366842","NC_008298"
"Psipapillomavirus 2","Eidolon helvum papillomavirus 2","E","KX276957","NC_033740"
"Psipapillomavirus 3","Eidolon helvum papillomavirus 3","E","KX276956","NC_033745"
"Rhopapillomavirus 1","Trichechus manatus latirostris papillomavirus 1","E","AY609301","NC_006563"
"Rhopapillomavirus 2","Trichechus manatus latirostris papillomavirus 3","E","KP205502","NC_038526"
"Sigmapapillomavirus 1","Erethizon dorsatum papillomavirus 1","E","AY684126","NC_006951"
"Taupapillomavirus 1","Canis familiaris papillomavirus 2","E","AY722648","NC_006564"
"Taupapillomavirus 2","Canis familiaris papillomavirus 13","E","JX141478","NC_023852"
"Taupapillomavirus 3","Felis catus papillomavirus 3","E","JX972168","NC_021472"
"Taupapillomavirus 4","Mustela putorius papillomavirus 1","E","KF006988","NC_022253"
"Thetapapillomavirus 1","Psittacus erithacus papillomavirus 1","E","AF502599","NC_003973"
"Treisdeltapapillomavirus 1","Rhinolophus ferrumequinum papillomavirus 1","E","KC858266","NC_038527"
"Treisepsilonpapillomavirus 1","Pygoscelis adeliae papillomavirus","E","KJ173785","NC_023894"
"Treisetapapillomavirus 1","Vulpes vulpes papillomavirus 1","E","KF857586","NC_038531"
"Treisiotapapillomavirus 1","Myotis ricketti papillomavirus 1","E","JQ814847","NC_039040"
"Treiskappapapillomavirus 1","Equus caballus papillomavirus 8","E","KU963288","NC_031756"
"Treisthetapapillomavirus 1","Rusa timorensis papillomavirus 1","E","KP757765","NC_039041"
"Treiszetapapillomavirus 1","Fulmarus glacialis papillomavirus 1","E","KJ452243","NC_024300"
"Upsilonpapillomavirus 1","Tursiops truncatus papillomavirus 1","E","EU240894","NC_011109"
"Upsilonpapillomavirus 2","Tursiops truncatus papillomavirus 2","E","AY956402","NC_008184"
"Upsilonpapillomavirus 3","Phocoena phocoena papillomavirus 2","E","GU117622","NC_018075"
"Xipapillomavirus 1","Bos taurus papillomavirus 3","E","AF486184","NC_004197"
"Xipapillomavirus 2","Bos taurus papillomavirus 12","E","JF834523","NC_028126"
"Xipapillomavirus 3","Rangifer tarandus papillomavirus 2","E","KC810012","NC_021930"
"Xipapillomavirus 4","Bos taurus papillomavirus 17","E","KU519392","NC_030797"
"Xipapillomavirus 5","Cervus elaphus papillomavirus 2","E","KT932712","NC_039042"
"Zetapapillomavirus 1","Equus caballus papillomavirus 1","E","AF498323","NC_003748"
"Alefpapillomavirus 1","Sparus aurata papillomavirus 1","E","KX643372","NC_030839"
"Asteroid aquambidensovirus 1","sea star-associated densovirus","E","KM052275","NC_038532"
"Decapod aquambidensovirus 1","Cherax quadricarinatus densovirus","E","KP410261","NC_026943"
"Ostreid aquambidensovirus 1","Crassostrea ariakensis ambidensovirus 1","E","KY548840","zero"
"Blattodean blattambidensovirus 1","Blattella germanica densovirus 1","E","AY189948","NC_005041"
"Hemipteran diciambidensovirus 1","Diaphorina citri densovirus","E","KX165268","NC_030296"
"Hemipteran hemiambidensovirus 1","Dysaphis plantaginea densovirus 1","E","FJ040397","NC_034532"
"Hemipteran hemiambidensovirus 2","Myzus persicae densovirus 1","E","AY148187","NC_005040"
"Lepidopteran iteradensovirus 1","Bombyx mori densovirus 1","E","AY033435","NC_003346"
"Lepidopteran iteradensovirus 2","Casphalia extranea densovirus","E","AF375296","NC_004288"
"Lepidopteran iteradensovirus 3","Dendrolimus punctatus densovirus","E","AY665654","NC_006555"
"Lepidopteran iteradensovirus 4","Papilio polyxenes densovirus","E","JX110122","NC_018450"
"Lepidopteran iteradensovirus 5","Helicoverpa armigera densovirus","E","HQ613271","NC_015718"
"Orthopteran miniambidensovirus 1","Acheta domestica mini ambidensovirus","E","KF275669","NC_022564"
"Dipteran muscodensovirus 1","Haematobia irritans densovirus","E","MK643151","zero"
"Blattodean pefuambidensovirus 1","Periplaneta fuliginosa densovirus","E","AF192260","NC_000936"
"Dipteran protoambidensovirus 1","Culex pipiens densovirus","E","FJ810126","NC_012685"
"Lepidopteran protoambidensovirus 1","Galleria mellonella densovirus","E","L32896","NC_004286"
"Hemipteran scindoambidensovirus 1","Planococcus citri densovirus","E","AY032882","NC_004289"
"Hymenopteran scindoambidensovirus 1","Solenopsis invicta densovirus","E","KC991097","NC_022748"
"Orthopteran scindoambidensovirus 1","Acheta domestica densovirus","E","HQ827781","zero"
"Trombiditiform tetuambidensovirus 1","Tetranychus urticae-associated ambidensovirus ","E","MK543949","zero"
"Dipteran brevihamaparvovirus 1","Anopheles gambiae densovirus","E","EU233812","NC_011317"
"Dipteran brevihamaparvovirus 2","Aedes albopictus densovirus 2","E","X74945","NC_004285"
"Carnivore chaphamaparvovirus 1","cachavirus 1A","E","MH893826","zero"
"Carnivore chaphamaparvovirus 2","fechavirus","E","MN396757","zero"
"Chiropteran chaphamaparvovirus 1","Desmodus rotondus chapparvovirus","E","KX907333","NC_032097"
"Dasyurid chaphamaparvovirus 1","Tasmanian devil-associated chapparvovirus 1","E","MK513528","zero"
"Dasyurid chaphamaparvovirus 2","Tasmanian devil-associated chapparvovirus 2","E","MK513529","zero"
"Dasyurid chaphamaparvovirus 3","Tasmanian devil-associated chapparvovirus 6","E","MK513533","zero"
"Galliform chaphamaparvovirus 1","turkey parvovirus 2","E","KF925531","zero"
"Galliform chaphamaparvovirus 2","chicken chapparvovirus 2","E","MG846442","zero"
"Galliform chaphamaparvovirus 3","chicken chapparvovirus HK","E","KM254174","zero"
"Galliform chaphamaparvovirus 4","peafowl parvovirus 1","E","MK988619","zero"
"Galliform chaphamaparvovirus 5","peafowl parvovirus 2","E","MK988620","zero"
"Primate chaphamaparvovirus 1","capuchin kidney parvovirus","E","MN265364","zero"
"Psittacine chaphamaparvovirus 1","Psittacara leucophthalmus chapparvovirus","E","MN175613","zero"
"Rodent chaphamaparvovirus 1","mouse kidney parvovirus","E","MH670587","NC_040843"
"Rodent chaphamaparvovirus 2","rat parvovirus 2","E","KX272741","zero"
"Ungulate chaphamaparvovirus 1","porcine parvovirus 7","E","MG543471","NC_040562"
"Decapod hepanhamaparvovirus 1","Fenneropenaeus chinensis hepatopancreatic densovirus","E","GU371276","NC_014357"
"Syngnathid ichthamaparvovirus 1","Syngnathus scovelli chapparvovirus","E","MN049932","zero"
"Decapod penstylhamaparvovirus 1","Penaeus stylirostris penstyldensovirus 1","E","AF273215","NC_039043"
"Carnivore amdoparvovirus 1","Aleutian mink disease parvovirus","E","M20036","NC_001662"
"Carnivore amdoparvovirus 2","gray fox amdovirus","E","JN202450","NC_038533"
"Carnivore amdoparvovirus 3","racoon dog and fox amdoparvovirus","E","KJ396347","NC_025825"
"Carnivore amdoparvovirus 4","skunk amdoparvovirus","E","KX981923","NC_034445"
"Carnivore amdoparvovirus 5","red panda amdoparvovirus","E","KT878839","NC_031751"
"Chiropteran artiparvovirus 1","Artibeus jamaicensis parvovirus","E","JQ037754","NC_016752"
"Columbid aveparvovirus 1","pigeon parvovirus 1","E","KC876004","zero"
"Galliform aveparvovirus 1","turkey parvovirus","E","GU214706","NC_038534"
"Gruiform aveparvovirus 1","red-crowned crane parvovirus","E","KY312546","NC_040603"
"Carnivore bocaparvovirus 1","canine minute virus; minute virus of canines","E","FJ214110","zero"
"Carnivore bocaparvovirus 2","canine bocavirus 1","E","JN648103","NC_020499"
"Carnivore bocaparvovirus 3","feline bocavirus","E","JQ692585","NC_017823"
"Carnivore bocaparvovirus 4","feline bocaparvovirus 2","E","KF792837","NC_022800"
"Carnivore bocaparvovirus 5","feline bocaparvovirus 3","E","KM017744","NC_039044"
"Carnivore bocaparvovirus 6","mink bocavirus 1","E","KU950356","NC_030873"
"Chiropteran bocaparvovirus 1","Myotis myotis (bat) bocavirus 1","E","JQ814850","NC_039045"
"Chiropteran bocaparvovirus 2","bat bocavirus WM40","E","KC339251","NC_039046"
"Chiropteran bocaparvovirus 3","bat bocavirus XM30","E","KC339250","NC_039047"
"Chiropteran bocaparvovirus 4","Miniopterus schreibersii bat bocavirus","E","KU321654","NC_039048"
"Chiropteran bocaparvovirus 5","Rousettus leschenaultii bocaparvovirus 1","E","MF682925","NC_040695"
"Lagomorph bocaparvovirus 1","rabbit bocaparvovirus","E","KP729195","NC_028973"
"Pinniped bocaparvovirus 1","California sea lion bocavirus 1","E","JN420361","NC_038535"
"Pinniped bocaparvovirus 2","California sea lion bocavirus 3","E","JN420365","NC_038536"
"Primate bocaparvovirus 1","human bocavirus 1","E","JQ923422","zero"
"Primate bocaparvovirus 2","human bocavirus 2c","E","FJ170278","NC_012042"
"Primate bocaparvovirus 3","Macaca mulatta bocaparvovirus","E","MN091929","zero"
"Rodent bocaparvovirus 1","rat bocavirus","E","KT454512","NC_029133"
"Rodent bocaparvovirus 2","murine bocavirus","E","MF175080","zero"
"Ungulate bocaparvovirus 1","bovine parvovirus 1","E","DQ335247","NC_038895"
"Ungulate bocaparvovirus 2","porcine bocavirus 1","E","HM053693","NC_024453"
"Ungulate bocaparvovirus 3","porcine bocavirus SX","E","HQ223038","NC_038537"
"Ungulate bocaparvovirus 4","porcine bocavirus H18","E","HQ291308","NC_038538"
"Ungulate bocaparvovirus 5","porcine bocavirus 3","E","JF429834","NC_016031"
"Ungulate bocaparvovirus 6","bovine bocaparvovirus 2; ungulate bocaparvovirus 6","E","KU172421","NC_030402"
"Ungulate bocaparvovirus 7","dromedary camel bocaparvovirus 1","E","KY640430","zero"
"Ungulate bocaparvovirus 8","dromedary camel bocaparvovirus 2","E","KY640438","NC_035185"
"Ungulate bocaparvovirus 9","Vicugna pacos bocaparvovirus","E","MK014742","zero"
"Pinniped copiparvovirus 1","sesavirus","E","KM035804","NC_026251"
"Ungulate copiparvovirus 1","bovine parvovirus 2","E","AF406966","NC_006259"
"Ungulate copiparvovirus 2","porcine parvovirus 4","E","GQ387499","NC_014665"
"Ungulate copiparvovirus 3","roe deer copiparvovirus","E","MK091524","zero"
"Ungulate copiparvovirus 4","porcine parvovirus 6","E","KX384823","zero"
"Ungulate copiparvovirus 5","bosavirus","E","KY019139","NC_031959"
"Ungulate copiparvovirus 6","equine parvovirus-hepatitis","E","MG136722","zero"
"Adeno-associated dependoparvovirus A","adeno-associated virus 2","E","AF043303","NC_001401"
"Adeno-associated dependoparvovirus B","adeno-associated virus 5","E","AF085716","NC_006152"
"Anseriform dependoparvovirus 1","Muscovy duck parvovirus; Barbarie duck parvovirus","E","U22967","NC_006147"
"Avian dependoparvovirus 1","avian adeno-associated virus","E","AY186198","NC_004828"
"Carnivore dependoparvovirus 1","feline dependoparvovirus","E","MN794870","zero"
"Chiropteran dependoparvovirus 1","bat adeno-associated virus","E","GU226971","NC_014468"
"Pinniped dependoparvovirus 1","California sea lion adeno-associated virus 1","E","JN420372","NC_038539"
"Rodent dependoparvovirus 1","murine adeno-associated virus 1","E","MF416383","zero"
"Rodent dependoparvovirus 2","murine adeno-associated virus 2","E","MF416384","zero"
"Squamate dependoparvovirus 1","snake adeno-associated virus","E","AY349010","NC_006148"
"Squamate dependoparvovirus 2","bearded dragon parvovirus","E","KP733794","NC_027429"
"Pinniped erythroparvovirus 1","seal parvovirus","E","KF373759","zero"
"Primate erythroparvovirus 1","human parvovirus B19","E","AY386330","NC_000883"
"Primate erythroparvovirus 2","simian parvovirus","E","U26342","NC_038540"
"Primate erythroparvovirus 3","rhesus macaque parvovirus","E","AF221122","NC_038541"
"Primate erythroparvovirus 4","pig-tailed macaque parvovirus","E","AF221123","NC_038542"
"Rodent erythroparvovirus 1","chipmunk parvovirus","E","GQ200736","NC_038543"
"Ungulate erythroparvovirus 1","bovine parvovirus 3","E","AF406967","zero"
"Primate loriparvovirus 1","slow loris parvovirus","E","KP120516","NC_025891"
"Carnivore protoparvovirus 1","canine parvovirus","E","M19296","NC_001539"
"Carnivore protoparvovirus 2","sea otter parvovirus","E","KU561552","NC_030837"
"Carnivore protoparvovirus 3","canine bufavirus","E","MF198244","zero"
"Carnivore protoparvovirus 4","fox parvovirus","E","KC692368","zero"
"Chiropteran protoparvovirus 1","megabat bufavirus 1","E","LC085675","NC_029797"
"Eulipotyphla protoparvovirus 1","Mpulungu (shrew) bufavirus","E","AB937988","NC_026815"
"Primate protoparvovirus 1","bufavirus 1a (human)","E","JX027296","NC_038544"
"Primate protoparvovirus 2","Wuharv (rhesus) parvovirus 1","E","JX627576","NC_039049"
"Primate protoparvovirus 3","cutavirus (human)","E","KT868811","NC_039050"
"Primate protoparvovirus 4","tusavirus","E","KJ495710","zero"
"Rodent protoparvovirus 1","minute virus of mice","E","J02275","NC_001510"
"Rodent protoparvovirus 2","rat parvovirus 1","E","AF036710","NC_038545"
"Rodent protoparvovirus 3","rat bufavirus SY-2015","E","KT716186","NC_028650"
"Ungulate protoparvovirus 1","porcine parvovirus","E","L23427","NC_001718"
"Ungulate protoparvovirus 2","porcine bufavirus; protoparvovirus (porcine)","E","KT965075","NC_043446"
"Chiropteran tetraparvovirus 1","Eidolon helvum (bat) parvovirus 1","E","JQ037753","NC_016744"
"Primate tetraparvovirus 1","human parvovirus 4","E","AY622943","NC_007018"
"Ungulate tetraparvovirus 1","bovine hokovirus 1","E","EU200669","NC_038898"
"Ungulate tetraparvovirus 2","porcine hokovirus; porcine parvovirus 3","E","EU200677","NC_038546"
"Ungulate tetraparvovirus 3","porcine parvovirus 2; parvovirus YX-2010/CHN","E","GU938300","NC_038883"
"Ungulate tetraparvovirus 4","ovine hokovirus 1","E","JF504699","NC_038547"
"Chaetoceros diatodnavirus 1","Chaetoceros setoensis DNA virus","E","AB781089","NC_043432"
"Avon-Heathcote Estuary associated kieseladnavirus","Avon-Heathcote Estuary associated bacilladnavirus","E","KY405008","NC_033744"
"Chaetoceros protobacilladnavirus 1","Chaetoceros salsugineum DNA virus 1","E","AB193315","NC_007193"
"Chaetoceros protobacilladnavirus 2","Chaetoceros sp. DNA virus 7","E","AB844272","NC_023441"
"Chaetoceros protobacilladnavirus 3","Chaetoceros lorenzianus DNA virus","E","AB553581","NC_015211"
"Chaetoceros protobacilladnavirus 4","Chaetoceros tenuissimus DNA virus 1","E","AB597949","NC_014748"
"Marine protobacilladnavirus 1","Bacillariodnavirus LDMD-2013","E","KF133809","NC_025707"
"Snail associated protobacilladnavirus 1","Amphibola crenata associated bacilladnavirus 1","E","KY405006","NC_033746"
"Snail associated protobacilladnavirus 2","Amphibola crenata associated bacilladnavirus 2","E","KY405007","NC_033741"
"Barbel circovirus","barbel circovirus","E","GU799606","NC_015399"
"Bat associated circovirus 1","bat associated circovirus 1","E","JX863737","NC_038385"
"Bat associated circovirus 2","bat associated circovirus 2","E","KC339249","NC_021206"
"Bat associated circovirus 3","bat associated circovirus 3; Rhinolophus ferrumequinum circovirus 1","E","JQ814849","NC_038386"
"Bat associated circovirus 4","bat associated circovirus 4; Tadarida brasiliensis circovirus 1","E","KT783484","NC_028045"
"Bat associated circovirus 5","bat associated circovirus 5","E","KJ641727","NC_038387"
"Bat associated circovirus 6","bat associated circovirus 6","E","KJ641724","NC_038388"
"Bat associated circovirus 7","bat associated circovirus 7","E","KJ641723","NC_038389"
"Bat associated circovirus 8","bat associated circovirus 8","E","KJ641711","NC_038390"
"Bat associated circovirus 9","bat associated circovirus 9","E","KJ641741","NC_039033"
"Bat associated circovirus 10","bat circovirus","E","KX756986","NC_035799"
"Bat associated circovirus 11","bat circovirus","E","KX756996","zero"
"Bat associated circovirus 12","bat circovirus","E","KJ641716","zero"
"Bat associated circovirus 13","bat circovirus","E","MN928506","zero"
"Beak and feather disease virus","beak and feather disease virus","E","AF071878","NC_001944"
"Bear circovirus","Ursus americanus circovirus","E","MN371255","zero"
"Canary circovirus","canary circovirus","E","AJ301633","NC_003410"
"Canine circovirus","canine circovirus","E","KC241982","NC_020904"
"Chimpanzee associated circovirus 1","chimpanzee faeces associated circovirus","E","GQ404851","NC_038391"
"Civet circovirus","Paguma larvata circovirus","E","LC416389","NC_040679"
"Duck circovirus","duck circovirus","E","AY228555","NC_005053"
"Elk circovirus","elk circovirus","E","MN585201","zero"
"European catfish circovirus","European catfish circovirus; Silurus glanis circovirus","E","JQ011377","NC_025246"
"Finch circovirus","finch circovirus","E","DQ845075","NC_008522"
"Goose circovirus","goose circovirus","E","AJ304456","NC_003054"
"Gull circovirus","gull circovirus","E","DQ845074","NC_008521"
"Human associated circovirus 1","human faeces associated circovirus","E","GQ404856","NC_038392"
